full_text,cleansing,Tokenization and Case Folding,stopword removal,stemming_data
"Menteri Investasi Bahlil Lahadalia menyampaikan berkat hilirisasi nikel Indonesia dilirik dunia menjadi pusat produksi Industri Baterai EV, total investasi baterai kendaraan listrik yang masuk ke Indonesia pada 2020-2023 mencapai $ 42 miliar atau sebesar Rp 630T #Investasi630T https://t.co/IopMpw8I9U",Menteri Investasi Bahlil Lahadalia menyampaikan berkat hilirisasi nikel Indonesia dilirik dunia menjadi pusat produksi Industri Baterai EV total investasi baterai kendaraan listrik yang masuk ke Indonesia pada  mencapai   miliar atau sebesar Rp T InvestasiT,"['menteri', 'investasi', 'bahlil', 'lahadalia', 'menyampaikan', 'berkat', 'hilirisasi', 'nikel', 'indonesia', 'dilirik', 'dunia', 'menjadi', 'pusat', 'produksi', 'industri', 'baterai', 'ev', 'total', 'investasi', 'baterai', 'kendaraan', 'listrik', 'yang', 'masuk', 'ke', 'indonesia', 'pada', 'mencapai', 'miliar', 'atau', 'sebesar', 'rp', 't', 'investasit']","['menteri', 'investasi', 'bahlil', 'lahadalia', 'berkat', 'hilirisasi', 'nikel', 'indonesia', 'dilirik', 'dunia', 'pusat', 'produksi', 'industri', 'baterai', 'ev', 'total', 'investasi', 'baterai', 'kendaraan', 'listrik', 'masuk', 'indonesia', 'mencapai', 'miliar', 'rp', 't', 'investasit']",menteri investasi bahlil lahadalia berkat hilir nikel indonesia lirik dunia pusat produksi industri baterai ev total investasi baterai kendara listrik masuk indonesia capai miliar rp t investasit
Dalam kurun waktu 3 tahun investasi  Industri Baterai EV kendaraan listrik di Indonesia mencapai 630 triliun. #Investasi630T,Dalam kurun waktu  tahun investasi  Industri Baterai EV kendaraan listrik di Indonesia mencapai  triliun InvestasiT,"['dalam', 'kurun', 'waktu', 'tahun', 'investasi', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'di', 'indonesia', 'mencapai', 'triliun', 'investasit']","['kurun', 'investasi', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'indonesia', 'mencapai', 'triliun', 'investasit']",kurun investasi industri baterai ev kendara listrik indonesia capai triliun investasit
Menteri Investasi Bahlil Lahadalia mendapatkan apresiasi dari banyak pihak bahkan dari DPR RI atas keberhasilannya mewujudkan Indonesia sebagai pusat industri baterai kendaraan listrik dunia.  #Investasi630T Industri Baterai EV,Menteri Investasi Bahlil Lahadalia mendapatkan apresiasi dari banyak pihak bahkan dari DPR RI atas keberhasilannya mewujudkan Indonesia sebagai pusat industri baterai kendaraan listrik dunia  InvestasiT Industri Baterai EV,"['menteri', 'investasi', 'bahlil', 'lahadalia', 'mendapatkan', 'apresiasi', 'dari', 'banyak', 'pihak', 'bahkan', 'dari', 'dpr', 'ri', 'atas', 'keberhasilannya', 'mewujudkan', 'indonesia', 'sebagai', 'pusat', 'industri', 'baterai', 'kendaraan', 'listrik', 'dunia', 'investasit', 'industri', 'baterai', 'ev']","['menteri', 'investasi', 'bahlil', 'lahadalia', 'apresiasi', 'dpr', 'ri', 'keberhasilannya', 'mewujudkan', 'indonesia', 'pusat', 'industri', 'baterai', 'kendaraan', 'listrik', 'dunia', 'investasit', 'industri', 'baterai', 'ev']",menteri investasi bahlil lahadalia apresiasi dpr ri hasil wujud indonesia pusat industri baterai kendara listrik dunia investasit industri baterai ev
"IBC: Arab Raja Minyak, Indonesia Raja Baterai Kendaraan Listrik https://t.co/JSzcwNatMc",IBC Arab Raja Minyak Indonesia Raja Baterai Kendaraan Listrik,"['ibc', 'arab', 'raja', 'minyak', 'indonesia', 'raja', 'baterai', 'kendaraan', 'listrik']","['ibc', 'arab', 'raja', 'minyak', 'indonesia', 'raja', 'baterai', 'kendaraan', 'listrik']",ibc arab raja minyak indonesia raja baterai kendara listrik
Wahh ini mah gokil banget sih pak bahlil bisa ajak perusahaan besar investasi kendaraan listrik RI. Indonesia bisa jadi pusat Industri Baterai EV #Investasi630T https://t.co/y0h8zRS5tt,Wahh ini mah gokil banget sih pak bahlil bisa ajak perusahaan besar investasi kendaraan listrik RI Indonesia bisa jadi pusat Industri Baterai EV InvestasiT,"['wahh', 'ini', 'mah', 'gokil', 'banget', 'sih', 'pak', 'bahlil', 'bisa', 'ajak', 'perusahaan', 'besar', 'investasi', 'kendaraan', 'listrik', 'ri', 'indonesia', 'bisa', 'jadi', 'pusat', 'industri', 'baterai', 'ev', 'investasit']","['wahh', 'mah', 'gokil', 'banget', 'sih', 'bahlil', 'ajak', 'perusahaan', 'investasi', 'kendaraan', 'listrik', 'ri', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'investasit']",wahh mah gokil banget sih bahlil ajak usaha investasi kendara listrik ri indonesia pusat industri baterai ev investasit
Indonesia Disebut Berpeluang Jadi Pemasok Komponen Kendaraan Listrik Global #TrenAsia https://t.co/PBmjljbkJ0,Indonesia Disebut Berpeluang Jadi Pemasok Komponen Kendaraan Listrik Global TrenAsia,"['indonesia', 'disebut', 'berpeluang', 'jadi', 'pemasok', 'komponen', 'kendaraan', 'listrik', 'global', 'trenasia']","['indonesia', 'berpeluang', 'pemasok', 'komponen', 'kendaraan', 'listrik', 'global', 'trenasia']",indonesia peluang pasok komponen kendara listrik global trenasia
"@IND0_Update Dengan dukungan penuh kepada Menteri Bahlil, mari bersama-sama membangun masa depan yang berkelanjutan dan menguntungkan bagi Indonesia melalui investasi Industri Baterai EV baterai kendaraan listrik. #Investasi630T",INDUpdate Dengan dukungan penuh kepada Menteri Bahlil mari bersamasama membangun masa depan yang berkelanjutan dan menguntungkan bagi Indonesia melalui investasi Industri Baterai EV baterai kendaraan listrik InvestasiT,"['indupdate', 'dengan', 'dukungan', 'penuh', 'kepada', 'menteri', 'bahlil', 'mari', 'bersamasama', 'membangun', 'masa', 'depan', 'yang', 'berkelanjutan', 'dan', 'menguntungkan', 'bagi', 'indonesia', 'melalui', 'investasi', 'industri', 'baterai', 'ev', 'baterai', 'kendaraan', 'listrik', 'investasit']","['indupdate', 'dukungan', 'penuh', 'menteri', 'bahlil', 'mari', 'bersamasama', 'membangun', 'berkelanjutan', 'menguntungkan', 'indonesia', 'investasi', 'industri', 'baterai', 'ev', 'baterai', 'kendaraan', 'listrik', 'investasit']",indupdate dukung penuh menteri bahlil mari bersamasama bangun lanjut untung indonesia investasi industri baterai ev baterai kendara listrik investasit
@IND0_Update Indonesia semakin mengukuhkan diri sebagai pemain utama dalam industri baterai kendaraan listrik! Terimakasih kepada Menteri Bahlil yang telah bekerja keras untuk #Investasi630T Industri Baterai EV ini.,INDUpdate Indonesia semakin mengukuhkan diri sebagai pemain utama dalam industri baterai kendaraan listrik Terimakasih kepada Menteri Bahlil yang telah bekerja keras untuk InvestasiT Industri Baterai EV ini,"['indupdate', 'indonesia', 'semakin', 'mengukuhkan', 'diri', 'sebagai', 'pemain', 'utama', 'dalam', 'industri', 'baterai', 'kendaraan', 'listrik', 'terimakasih', 'kepada', 'menteri', 'bahlil', 'yang', 'telah', 'bekerja', 'keras', 'untuk', 'investasit', 'industri', 'baterai', 'ev', 'ini']","['indupdate', 'indonesia', 'mengukuhkan', 'pemain', 'utama', 'industri', 'baterai', 'kendaraan', 'listrik', 'terimakasih', 'menteri', 'bahlil', 'keras', 'investasit', 'industri', 'baterai', 'ev']",indupdate indonesia kukuh main utama industri baterai kendara listrik terimakasih menteri bahlil keras investasit industri baterai ev
@MiningIndonesia - Semangat terus untuk MIND ID yang mewujudkan Indonesia berbasis kendaraan listrik!! ✨✨✨#MINDIDPeloporHilirisasi,MiningIndonesia  Semangat terus untuk MIND ID yang mewujudkan Indonesia berbasis kendaraan listrik ✨✨✨MINDIDPeloporHilirisasi,"['miningindonesia', 'semangat', 'terus', 'untuk', 'mind', 'id', 'yang', 'mewujudkan', 'indonesia', 'berbasis', 'kendaraan', 'listrik', '✨✨✨mindidpeloporhilirisasi']","['miningindonesia', 'semangat', 'mind', 'id', 'mewujudkan', 'indonesia', 'berbasis', 'kendaraan', 'listrik', '✨✨✨mindidpeloporhilirisasi']",miningindonesia semangat mind id wujud indonesia bas kendara listrik mindidpeloporhilirisasi
#BeritaEkon  Hai #SahabatEkon  Indonesia nyatakan kesiapan pasok kebutuhan baterai kendaraan listrik di Amerika Serikat.  selengkapnya https://t.co/6epu8KXJtL  #TerbaikUntukIndonesia #EKONomiLaju #IndonesiaMaju https://t.co/uJ83WbYN4t,BeritaEkon  Hai SahabatEkon  Indonesia nyatakan kesiapan pasok kebutuhan baterai kendaraan listrik di Amerika Serikat  selengkapnya   TerbaikUntukIndonesia EKONomiLaju IndonesiaMaju,"['beritaekon', 'hai', 'sahabatekon', 'indonesia', 'nyatakan', 'kesiapan', 'pasok', 'kebutuhan', 'baterai', 'kendaraan', 'listrik', 'di', 'amerika', 'serikat', 'selengkapnya', 'terbaikuntukindonesia', 'ekonomilaju', 'indonesiamaju']","['beritaekon', 'hai', 'sahabatekon', 'indonesia', 'nyatakan', 'kesiapan', 'pasok', 'kebutuhan', 'baterai', 'kendaraan', 'listrik', 'amerika', 'serikat', 'selengkapnya', 'terbaikuntukindonesia', 'ekonomilaju', 'indonesiamaju']",beritaekon hai sahabatekon indonesia nyata kesiap pasok butuh baterai kendara listrik amerika serikat lengkap terbaikuntukindonesia ekonomilaju indonesiamaju
"@IND0_Update Dengan investasi sebesar Rp. 630T Industri Baterai EV, Indonesia akan menjadi pusat industri baterai kendaraan listrik dunia! Ini adalah tonggak penting menuju masa depan berkelanjutan. Terimakasih Menteri Bahlil! #Investasi630T",INDUpdate Dengan investasi sebesar Rp T Industri Baterai EV Indonesia akan menjadi pusat industri baterai kendaraan listrik dunia Ini adalah tonggak penting menuju masa depan berkelanjutan Terimakasih Menteri Bahlil InvestasiT,"['indupdate', 'dengan', 'investasi', 'sebesar', 'rp', 't', 'industri', 'baterai', 'ev', 'indonesia', 'akan', 'menjadi', 'pusat', 'industri', 'baterai', 'kendaraan', 'listrik', 'dunia', 'ini', 'adalah', 'tonggak', 'penting', 'menuju', 'masa', 'depan', 'berkelanjutan', 'terimakasih', 'menteri', 'bahlil', 'investasit']","['indupdate', 'investasi', 'rp', 't', 'industri', 'baterai', 'ev', 'indonesia', 'pusat', 'industri', 'baterai', 'kendaraan', 'listrik', 'dunia', 'tonggak', 'berkelanjutan', 'terimakasih', 'menteri', 'bahlil', 'investasit']",indupdate investasi rp t industri baterai ev indonesia pusat industri baterai kendara listrik dunia tonggak lanjut terimakasih menteri bahlil investasit
Kerja keras Pak Bahlil patut diapresiasii karena berhasil mewujudkan Indonesia sebagai pusat industri baterai EV kendaraan listrik dunia. #Investasi630T https://t.co/X8dqimk9ma,Kerja keras Pak Bahlil patut diapresiasii karena berhasil mewujudkan Indonesia sebagai pusat industri baterai EV kendaraan listrik dunia InvestasiT,"['kerja', 'keras', 'pak', 'bahlil', 'patut', 'diapresiasii', 'karena', 'berhasil', 'mewujudkan', 'indonesia', 'sebagai', 'pusat', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'dunia', 'investasit']","['kerja', 'keras', 'bahlil', 'patut', 'diapresiasii', 'berhasil', 'mewujudkan', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'dunia', 'investasit']",kerja keras bahlil patut apresiasi hasil wujud indonesia pusat industri baterai ev kendara listrik dunia investasit
Indonesia terus maju dalam industri baterai kendaraan listrik!   Apresiasi tinggi untuk Menteri Bahlil yang berhasil menarik investasi sebesar Rp. 630T untuk membangun pusat Industri Baterai EV. #Investasi630T https://t.co/xZkAkwEiOp,Indonesia terus maju dalam industri baterai kendaraan listrik   Apresiasi tinggi untuk Menteri Bahlil yang berhasil menarik investasi sebesar Rp T untuk membangun pusat Industri Baterai EV InvestasiT,"['indonesia', 'terus', 'maju', 'dalam', 'industri', 'baterai', 'kendaraan', 'listrik', 'apresiasi', 'tinggi', 'untuk', 'menteri', 'bahlil', 'yang', 'berhasil', 'menarik', 'investasi', 'sebesar', 'rp', 't', 'untuk', 'membangun', 'pusat', 'industri', 'baterai', 'ev', 'investasit']","['indonesia', 'maju', 'industri', 'baterai', 'kendaraan', 'listrik', 'apresiasi', 'menteri', 'bahlil', 'berhasil', 'menarik', 'investasi', 'rp', 't', 'membangun', 'pusat', 'industri', 'baterai', 'ev', 'investasit']",indonesia maju industri baterai kendara listrik apresiasi menteri bahlil hasil tarik investasi rp t bangun pusat industri baterai ev investasit
DPR apresiasi  menteri @bahlillahadalia dan kebijakan hilirisasi maka Indonesia dilirik dunia untuk menjadi pusat produksi baterai kendaraan listrik.  Industri Baterai EV  #Investasi630T https://t.co/HmorSAdNVR,DPR apresiasi  menteri bahlillahadalia dan kebijakan hilirisasi maka Indonesia dilirik dunia untuk menjadi pusat produksi baterai kendaraan listrik  Industri Baterai EV  InvestasiT,"['dpr', 'apresiasi', 'menteri', 'bahlillahadalia', 'dan', 'kebijakan', 'hilirisasi', 'maka', 'indonesia', 'dilirik', 'dunia', 'untuk', 'menjadi', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']","['dpr', 'apresiasi', 'menteri', 'bahlillahadalia', 'kebijakan', 'hilirisasi', 'indonesia', 'dilirik', 'dunia', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",dpr apresiasi menteri bahlillahadalia bijak hilir indonesia lirik dunia pusat produksi baterai kendara listrik industri baterai ev investasit
"Indonesia telah mengantongi investasi dari tujuh produsen baterai kendaraan listrik EV terbesar di dunia, ini semua karena usaha Pak Bahlil. Keren Pak Bahlil usaha dan kerja kerasnya patut di apresiasi👍.  #Investasi630T  https://t.co/mMA4v5Ese7",Indonesia telah mengantongi investasi dari tujuh produsen baterai kendaraan listrik EV terbesar di dunia ini semua karena usaha Pak Bahlil Keren Pak Bahlil usaha dan kerja kerasnya patut di apresiasi👍  InvestasiT,"['indonesia', 'telah', 'mengantongi', 'investasi', 'dari', 'tujuh', 'produsen', 'baterai', 'kendaraan', 'listrik', 'ev', 'terbesar', 'di', 'dunia', 'ini', 'semua', 'karena', 'usaha', 'pak', 'bahlil', 'keren', 'pak', 'bahlil', 'usaha', 'dan', 'kerja', 'kerasnya', 'patut', 'di', 'apresiasi👍', 'investasit']","['indonesia', 'mengantongi', 'investasi', 'tujuh', 'produsen', 'baterai', 'kendaraan', 'listrik', 'ev', 'terbesar', 'dunia', 'usaha', 'bahlil', 'keren', 'bahlil', 'usaha', 'kerja', 'kerasnya', 'patut', 'apresiasi👍', 'investasit']",indonesia kantong investasi tujuh produsen baterai kendara listrik ev besar dunia usaha bahlil keren bahlil usaha kerja keras patut apresiasi investasit
@IND0_Update Mantepp.. Indonesia makin maju dengan investasi dlm Industri Baterai EV Kendaraan Listrik Rp.630T. Sukses buat Pak Bahlil. #Investasi630T,INDUpdate Mantepp Indonesia makin maju dengan investasi dlm Industri Baterai EV Kendaraan Listrik RpT Sukses buat Pak Bahlil InvestasiT,"['indupdate', 'mantepp', 'indonesia', 'makin', 'maju', 'dengan', 'investasi', 'dlm', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'rpt', 'sukses', 'buat', 'pak', 'bahlil', 'investasit']","['indupdate', 'mantepp', 'indonesia', 'maju', 'investasi', 'dlm', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'rpt', 'sukses', 'bahlil', 'investasit']",indupdate mantepp indonesia maju investasi dlm industri baterai ev kendara listrik rpt sukses bahlil investasit
Fyi guyss DPR apresiasi  menteri @bahlillahadalia dan kebijakan hilirisasi maka Indonesia dilirik dunia untuk menjadi pusat produksi baterai kendaraan listrik.  Industri Baterai EV keren ga tuh #Investasi630T https://t.co/QJsO8MdPq6,Fyi guyss DPR apresiasi  menteri bahlillahadalia dan kebijakan hilirisasi maka Indonesia dilirik dunia untuk menjadi pusat produksi baterai kendaraan listrik  Industri Baterai EV keren ga tuh InvestasiT,"['fyi', 'guyss', 'dpr', 'apresiasi', 'menteri', 'bahlillahadalia', 'dan', 'kebijakan', 'hilirisasi', 'maka', 'indonesia', 'dilirik', 'dunia', 'untuk', 'menjadi', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'keren', 'ga', 'tuh', 'investasit']","['fyi', 'guyss', 'dpr', 'apresiasi', 'menteri', 'bahlillahadalia', 'kebijakan', 'hilirisasi', 'indonesia', 'dilirik', 'dunia', 'pusat', 'produksi', 'baterai', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'keren', 'ga', 'tuh', 'investasit']",fyi guyss dpr apresiasi menteri bahlillahadalia bijak hilir indonesia lirik dunia pusat produksi baterai kendara listrik industri baterai ev keren ga tuh investasit
Terlampir dari kinerja Pak Bahlil untuk tarik investasi Rp. 630T untuk Industri Baterai EV kendaraan Listrik. Wujudkan Indonesia pusat Industri Baterai EV Dunia. #Investasi630T  https://t.co/U2kkUp82h4,Terlampir dari kinerja Pak Bahlil untuk tarik investasi Rp T untuk Industri Baterai EV kendaraan Listrik Wujudkan Indonesia pusat Industri Baterai EV Dunia InvestasiT,"['terlampir', 'dari', 'kinerja', 'pak', 'bahlil', 'untuk', 'tarik', 'investasi', 'rp', 't', 'untuk', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'wujudkan', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'dunia', 'investasit']","['terlampir', 'kinerja', 'bahlil', 'tarik', 'investasi', 'rp', 't', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'wujudkan', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'dunia', 'investasit']",lampir kerja bahlil tarik investasi rp t industri baterai ev kendara listrik wujud indonesia pusat industri baterai ev dunia investasit
berkat Pak Bahlil Indonesia menjadi sorotan dunia karena kebijakan yang dijalankan oleh pemerintah terutama dibawah pak Bahlil Lahadalia untuk mendukung investasi kendaraan listrik ini   Industri Baterai EV #Investasi630T https://t.co/spHy0opu6C,berkat Pak Bahlil Indonesia menjadi sorotan dunia karena kebijakan yang dijalankan oleh pemerintah terutama dibawah pak Bahlil Lahadalia untuk mendukung investasi kendaraan listrik ini   Industri Baterai EV InvestasiT,"['berkat', 'pak', 'bahlil', 'indonesia', 'menjadi', 'sorotan', 'dunia', 'karena', 'kebijakan', 'yang', 'dijalankan', 'oleh', 'pemerintah', 'terutama', 'dibawah', 'pak', 'bahlil', 'lahadalia', 'untuk', 'mendukung', 'investasi', 'kendaraan', 'listrik', 'ini', 'industri', 'baterai', 'ev', 'investasit']","['berkat', 'bahlil', 'indonesia', 'sorotan', 'dunia', 'kebijakan', 'dijalankan', 'pemerintah', 'dibawah', 'bahlil', 'lahadalia', 'mendukung', 'investasi', 'kendaraan', 'listrik', 'industri', 'baterai', 'ev', 'investasit']",berkat bahlil indonesia sorot dunia bijak jalan perintah bawah bahlil lahadalia dukung investasi kendara listrik industri baterai ev investasit
"@vouydka @bahlillahadalia harus diapresiasi sih ini, mewujudkan Indonesia dilirik sebagai pusat dari Industri Baterai EV kendaraan listrik dunia  #Investasi630T",vouydka bahlillahadalia harus diapresiasi sih ini mewujudkan Indonesia dilirik sebagai pusat dari Industri Baterai EV kendaraan listrik dunia  InvestasiT,"['vouydka', 'bahlillahadalia', 'harus', 'diapresiasi', 'sih', 'ini', 'mewujudkan', 'indonesia', 'dilirik', 'sebagai', 'pusat', 'dari', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'dunia', 'investasit']","['vouydka', 'bahlillahadalia', 'diapresiasi', 'sih', 'mewujudkan', 'indonesia', 'dilirik', 'pusat', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'dunia', 'investasit']",vouydka bahlillahadalia apresiasi sih wujud indonesia lirik pusat industri baterai ev kendara listrik dunia investasit
"Industri Baterai EV di Indonesia adlh salah satu Industri terbesar di dunia, sehingga menarik para investor utk berinvestasi di industri Baterai kendaraan listrik tsb, dan kabar baiknya lg investasi tersebut mencapai 630T.  Kinerja yg sgt baik pak @bahlillahadalia #Investasi630T",Industri Baterai EV di Indonesia adlh salah satu Industri terbesar di dunia sehingga menarik para investor utk berinvestasi di industri Baterai kendaraan listrik tsb dan kabar baiknya lg investasi tersebut mencapai T  Kinerja yg sgt baik pak bahlillahadalia InvestasiT,"['industri', 'baterai', 'ev', 'di', 'indonesia', 'adlh', 'salah', 'satu', 'industri', 'terbesar', 'di', 'dunia', 'sehingga', 'menarik', 'para', 'investor', 'utk', 'berinvestasi', 'di', 'industri', 'baterai', 'kendaraan', 'listrik', 'tsb', 'dan', 'kabar', 'baiknya', 'lg', 'investasi', 'tersebut', 'mencapai', 't', 'kinerja', 'yg', 'sgt', 'baik', 'pak', 'bahlillahadalia', 'investasit']","['industri', 'baterai', 'ev', 'indonesia', 'adlh', 'salah', 'industri', 'terbesar', 'dunia', 'menarik', 'investor', 'utk', 'berinvestasi', 'industri', 'baterai', 'kendaraan', 'listrik', 'tsb', 'kabar', 'baiknya', 'lg', 'investasi', 'mencapai', 't', 'kinerja', 'yg', 'sgt', 'bahlillahadalia', 'investasit']",industri baterai ev indonesia adlh salah industri besar dunia tarik investor utk investasi industri baterai kendara listrik tsb kabar baik lg investasi capai t kerja yg sgt bahlillahadalia investasit
"Pak @bahlillahadalia mantap banget, berhasil tarik investasi baterai kendaraan listrik Rp. 630 T !! Ini bisa bikin Indonesia jadi Pusat Industri Baterai EV Dunia !!   #Investasi630T https://t.co/3Sj7WTQYPc",Pak bahlillahadalia mantap banget berhasil tarik investasi baterai kendaraan listrik Rp  T  Ini bisa bikin Indonesia jadi Pusat Industri Baterai EV Dunia    InvestasiT,"['pak', 'bahlillahadalia', 'mantap', 'banget', 'berhasil', 'tarik', 'investasi', 'baterai', 'kendaraan', 'listrik', 'rp', 't', 'ini', 'bisa', 'bikin', 'indonesia', 'jadi', 'pusat', 'industri', 'baterai', 'ev', 'dunia', 'investasit']","['bahlillahadalia', 'mantap', 'banget', 'berhasil', 'tarik', 'investasi', 'baterai', 'kendaraan', 'listrik', 'rp', 't', 'bikin', 'indonesia', 'pusat', 'industri', 'baterai', 'ev', 'dunia', 'investasit']",bahlillahadalia mantap banget hasil tarik investasi baterai kendara listrik rp t bikin indonesia pusat industri baterai ev dunia investasit
https://t.co/hpxiEu48Rk Turut mengapresiasi karena meningkatnya Investasi Industri Baterai EV untuk kendaraan listrik di Indonesia merupakan peran yg cukup besar dr kinerja menteri investasi @bahlillahadalia .   #Investasi630T,Turut mengapresiasi karena meningkatnya Investasi Industri Baterai EV untuk kendaraan listrik di Indonesia merupakan peran yg cukup besar dr kinerja menteri investasi bahlillahadalia    InvestasiT,"['turut', 'mengapresiasi', 'karena', 'meningkatnya', 'investasi', 'industri', 'baterai', 'ev', 'untuk', 'kendaraan', 'listrik', 'di', 'indonesia', 'merupakan', 'peran', 'yg', 'cukup', 'besar', 'dr', 'kinerja', 'menteri', 'investasi', 'bahlillahadalia', 'investasit']","['mengapresiasi', 'meningkatnya', 'investasi', 'industri', 'baterai', 'ev', 'kendaraan', 'listrik', 'indonesia', 'peran', 'yg', 'dr', 'kinerja', 'menteri', 'investasi', 'bahlillahadalia', 'investasit']",apresiasi tingkat investasi industri baterai ev kendara listrik indonesia peran yg dr kerja menteri investasi bahlillahadalia investasit
Banyak pencapaian yg berhasil di lakukan menteri invesgasi @bahlillahadalia  salah satunya meningkatkan investasi Baterai EV  untuk kendaraan listrik di Indonesia  https://t.co/xbjnpi6YIs   Baterai EV #Investasi630T,Banyak pencapaian yg berhasil di lakukan menteri invesgasi bahlillahadalia  salah satunya meningkatkan investasi Baterai EV  untuk kendaraan listrik di Indonesia     Baterai EV InvestasiT,"['banyak', 'pencapaian', 'yg', 'berhasil', 'di', 'lakukan', 'menteri', 'invesgasi', 'bahlillahadalia', 'salah', 'satunya', 'meningkatkan', 'investasi', 'baterai', 'ev', 'untuk', 'kendaraan', 'listrik', 'di', 'indonesia', 'baterai', 'ev', 'investasit']","['pencapaian', 'yg', 'berhasil', 'lakukan', 'menteri', 'invesgasi', 'bahlillahadalia', 'salah', 'satunya', 'meningkatkan', 'investasi', 'baterai', 'ev', 'kendaraan', 'listrik', 'indonesia', 'baterai', 'ev', 'investasit']",capai yg hasil laku menteri invesgasi bahlillahadalia salah satu tingkat investasi baterai ev kendara listrik indonesia baterai ev investasit
